r_fighter,b_fighter,date,referee,winner,r_record,r_losses,r_draws,r_wins,r_winsbydecisionmajority,r_winsbydecisionmajority,r_winsbydecisionunanimous,r_winsbydecisionunanimous,r_winsbydecisionsplit,r_winsbyko,r_winsbysubmission,r_winsbytkodoctorstoppage,b_record,b_losses,b_draws,b_wins,b_winsbydecisionmajority,b_winsbydecisionmajority,b_winsbydecisionunanimous,b_winsbydecisionunanimous,b_winsbydecisionsplit,b_winsbyko,b_winsbysubmission,b_winsbytkodoctorstoppage,r_avgkd,r_avgsigstratt,r_avgsigstrlanded,r_avgtdatt,r_avgtdlanded,r_avgsubatt,r_avgctrltime(seconds),b_avgkd,b_avgsigstratt,b_avgsigstrlanded,b_avgtdatt,b_avgtdlanded,b_avgsubatt,b_avgctrltime(seconds)
Tyson Griffin,Evan Dunham,2010-06-12,Herb Dean,Blue,7-2-0,2,0,7,0,0,4,4,1,1,1,0,3-0-0,0,0,3,0,0,0,0,1,1,1,0,0.5,174.57,68.62,1.64,0.5,0.05,87.09,0.5,87.0,28.75,2.25,1.75,0.75,128.0
Brad Tavares,Seth Baczynski,2010-06-19,Herb Dean,Red,0-0-0,0,0,0,0,0,0,0,0,0,0,0,0-0-0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
Chris Camozzi,James Hammortree,2010-06-19,Josh Rosenthal,Red,0-0-0,0,0,0,0,0,0,0,0,0,0,0,0-0-0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
Chris Leben,Aaron Simpson,2010-06-19,Josh Rosenthal,Red,9-5-0,5,0,9,0,0,2,2,1,5,1,0,3-0-0,0,0,3,0,0,0,0,1,2,0,0,0.1,89.62,43.92,2.13,1.4,1.03,383.75,0.5,73.25,28.25,4.0,2.0,0.0,197.0
Court McGee,Kris McCray,2010-06-19,Steve Mazzagatti,Red,0-0-0,0,0,0,0,0,0,0,0,0,0,0,0-0-0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
James McSweeney,Travis Browne,2010-06-19,Kim Winslow,Blue,1-0-0,0,0,1,0,0,0,0,0,1,0,0,0-0-0,0,0,0,0,0,0,0,0,0,0,0,0.0,95.0,58.0,2.0,1.0,2.0,438.0,,,,,,,
Jamie Yager,Rich Attonito,2010-06-19,Steve Mazzagatti,Blue,0-0-0,0,0,0,0,0,0,0,0,0,0,0,0-0-0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
John Gunderson,Mark Holst,2010-06-19,Josh Rosenthal,Red,0-1-0,1,0,0,0,0,0,0,0,0,0,0,0-0-0,0,0,0,0,0,0,0,0,0,0,0,0.0,30.0,1.0,1.0,1.0,4.0,22.0,,,,,,,
Josh Bryant,Kyle Noke,2010-06-19,Kim Winslow,Blue,0-0-0,0,0,0,0,0,0,0,0,0,0,0,0-0-0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
Keith Jardine,Matt Hamill,2010-06-19,Herb Dean,Blue,6-6-0,6,0,6,0,0,2,2,2,2,0,0,7-2-0,2,0,7,0,0,1,1,0,5,0,0,0.08,76.25,21.12,0.63,0.13,0.0,17.48,0.25,43.13,16.32,1.27,0.34,0.0,22.16
Spencer Fisher,Dennis Siver,2010-06-19,Kim Winslow,Blue,8-4-0,4,0,8,0,0,3,3,0,2,2,1,4-4-0,4,0,4,0,0,0,0,0,3,1,0,0.13,61.7,31.67,1.1,0.32,0.25,100.86,0.57,169.7,33.48,3.12,1.02,0.25,55.02
Brendan Schaub,Chris Tuchscherer,2010-07-03,Herb Dean,Red,1-1-0,1,0,1,0,0,0,0,0,1,0,0,1-1-0,1,0,1,1,1,0,0,0,0,0,0,0.5,42.0,18.5,0.0,0.0,0.0,1.5,0.0,32.5,12.0,3.5,0.5,0.5,128.5
Brock Lesnar,Shane Carwin,2010-07-03,Josh Rosenthal,Red,3-1-0,1,0,3,0,0,1,1,0,2,0,0,4-0-0,0,0,4,0,0,0,0,0,4,0,0,0.38,45.5,38.88,2.38,1.75,0.12,310.62,0.88,38.62,27.75,1.25,0.12,0.0,84.75
Chris Leben,Yoshihiro Akiyama,2010-07-03,Herb Dean,Red,10-5-0,5,0,10,0,0,2,2,1,6,1,0,1-0-0,0,0,1,0,0,0,0,1,0,0,0,0.05,90.81,42.96,1.06,0.7,0.52,213.87,0.0,156.0,55.0,4.0,3.0,0.0,191.0
Chris Lytle,Matt Brown,2010-07-03,Steve Mazzagatti,Red,7-9-0,9,0,7,0,0,2,2,0,1,4,0,4-2-0,2,0,4,0,0,0,0,0,3,1,0,0.02,109.06,42.84,0.95,0.14,0.68,36.21,0.5,33.56,20.69,0.38,0.09,1.03,72.56
Forrest Petz,Daniel Roberts,2010-07-03,Steve Mazzagatti,Blue,2-3-0,3,0,2,0,0,2,2,0,0,0,0,0-1-0,1,0,0,0,0,0,0,0,0,0,0,0.31,147.69,46.5,0.38,0.38,0.0,143.12,0.0,17.0,7.0,1.0,1.0,1.0,55.0
George Sotiropoulos,Kurt Pellegrino,2010-07-03,Josh Rosenthal,Red,5-0-0,0,0,5,0,0,1,1,0,1,3,0,7-3-0,3,0,7,0,0,2,2,0,1,4,0,0.0,80.0,21.44,3.12,2.31,2.38,298.88,0.12,42.52,20.33,2.69,1.59,1.2,439.83
Gerald Harris,David Branch,2010-07-03,Herb Dean,Red,2-0-0,0,0,2,0,0,0,0,0,2,0,0,0-0-0,0,0,0,0,0,0,0,0,0,0,0,1.0,59.0,19.0,1.0,0.5,0.0,69.5,,,,,,,
Jon Madsen,Karlos Vemola,2010-07-03,Mario Yamasaki,Red,2-0-0,0,0,2,0,0,1,1,1,0,0,0,0-0-0,0,0,0,0,0,0,0,0,0,0,0,0.0,98.5,29.0,1.0,0.5,0.0,3.0,,,,,,,
Kendall Grove,Goran Reljic,2010-07-03,Mario Yamasaki,Red,6-4-0,4,0,6,0,0,1,1,1,2,2,0,1-1-0,1,0,1,0,0,0,0,0,1,0,0,0.56,27.96,11.17,0.26,0.26,2.05,80.5,0.5,56.5,26.5,0.5,0.5,1.5,96.5
Krzysztof Soszynski,Stephan Bonnar,2010-07-03,Mario Yamasaki,Blue,4-1-0,1,0,4,0,0,0,0,0,1,2,1,5-6-0,6,0,5,0,0,2,2,0,1,2,0,0.12,103.31,37.88,1.88,0.38,0.19,104.12,0.0,89.91,32.03,2.79,1.01,0.84,157.54
Seth Petruzelli,Ricardo Romero,2010-07-03,Steve Mazzagatti,Blue,0-2-0,2,0,0,0,0,0,0,0,0,0,0,0-0-0,0,0,0,0,0,0,0,0,0,0,0,0.5,44.0,16.5,0.5,0.5,0.5,12.5,,,,,,,
Brian Stann,Mike Massenzio,2010-08-01,John McCarthy,Red,2-2-0,2,0,2,0,0,2,2,0,0,0,0,1-1-0,1,0,1,0,0,0,0,0,0,1,0,0.0,54.75,18.0,0.88,0.0,0.0,72.12,0.5,3.0,1.5,0.5,0.5,1.5,42.5
DaMarques Johnson,Matthew Riddle,2010-08-01,Jason Herzog,Blue,2-1-0,1,0,2,0,0,0,0,0,1,1,0,4-1-0,1,0,4,0,0,3,3,0,0,0,0,0.5,68.25,22.75,0.0,0.0,0.75,38.5,0.0,75.94,43.12,7.69,3.81,0.38,481.25
Darren Elkins,Charles Oliveira,2010-08-01,Herb Dean,Blue,1-0-0,0,0,1,0,0,0,0,0,1,0,0,0-0-0,0,0,0,0,0,0,0,0,0,0,0,0.0,2.0,0.0,2.0,1.0,0.0,10.0,,,,,,,
James Irvin,Igor Pokrajac,2010-08-01,Herb Dean,Blue,4-5-0,5,0,4,0,0,0,0,0,3,0,0,0-2-0,2,0,0,0,0,0,0,0,0,0,0,0.14,11.19,4.12,0.06,0.0,0.03,0.98,1.0,59.5,21.0,3.0,1.5,0.0,81.0
John Howard,Jake Ellenberger,2010-08-01,Herb Dean,Blue,4-0-0,0,0,4,0,0,0,0,2,2,0,0,1-1-0,1,0,1,0,0,0,0,0,1,0,0,0.25,19.25,11.5,3.0,2.5,0.38,186.5,1.5,49.0,21.5,3.0,2.5,1.5,342.0
Jon Jones,Vladimir Matyushenko,2010-08-01,Herb Dean,Red,4-1-0,1,0,4,0,0,2,2,0,1,1,0,5-2-0,2,0,5,0,0,3,3,1,1,0,0,0.06,51.62,25.06,2.69,1.81,0.12,138.31,0.0,78.7,28.44,4.92,2.44,0.25,192.06
Mark Munoz,Yushin Okami,2010-08-01,John McCarthy,Blue,3-1-0,1,0,3,0,0,0,0,1,2,0,0,8-2-0,2,0,8,0,0,4,4,0,3,0,1,0.0,54.38,24.88,6.25,1.0,0.25,162.88,0.62,92.23,39.75,0.17,0.11,0.35,174.23
Paul Kelly,Jacob Volkmann,2010-08-01,John McCarthy,Blue,4-2-0,2,0,4,0,0,3,3,0,0,1,0,1-2-0,2,0,1,0,0,0,0,1,0,0,0,0.0,84.72,37.22,1.38,0.62,1.78,283.38,0.0,47.0,19.25,4.0,2.75,0.25,392.75
Rob Kimmons,Steve Steinbeiss,2010-08-01,Jason Herzog,Red,2-2-0,2,0,2,0,0,0,0,0,0,2,0,0-1-0,1,0,0,0,0,0,0,0,0,0,0,0.0,32.5,14.38,1.75,0.62,1.0,104.62,0.0,19.0,7.0,0.0,0.0,0.0,19.0
Tyson Griffin,Takanori Gomi,2010-08-01,Jason Herzog,Blue,7-3-0,3,0,7,0,0,4,4,1,1,1,0,0-1-0,1,0,0,0,0,0,0,0,0,0,0,0.25,122.29,47.31,1.82,0.25,0.53,52.55,0.0,116.0,20.0,1.0,0.0,0.0,8.0
Anderson Silva,Chael Sonnen,2010-08-07,Josh Rosenthal,Red,11-0-0,0,0,11,0,0,2,2,0,7,2,0,4-3-0,3,0,4,0,0,4,4,0,0,0,0,1.31,83.46,48.86,0.07,0.07,0.02,75.72,0.0,109.23,48.02,5.78,4.58,0.0,601.72
Ben Saunders,Dennis Hallman,2010-08-07,Marcos Rosales,Blue,4-2-0,2,0,4,0,0,1,1,0,2,1,0,1-4-0,4,0,1,0,0,0,0,0,0,1,0,0.09,34.41,20.59,0.66,0.03,0.19,61.41,0.0,23.0,8.06,4.38,1.38,2.0,324.25
Clay Guida,Rafael Dos Anjos,2010-08-07,Herb Dean,Red,6-5-0,5,0,6,0,0,1,1,2,1,2,0,3-2-0,2,0,3,0,0,2,2,0,0,1,0,0.02,57.31,19.12,4.03,1.89,0.58,350.64,0.0,80.62,31.69,5.44,2.75,1.31,344.62
Dustin Hazelett,Rick Story,2010-08-07,Josh Rosenthal,Blue,5-3-0,3,0,5,0,0,1,1,0,0,4,0,3-1-0,1,0,3,0,0,0,0,2,0,1,0,0.0,21.35,8.13,0.13,0.13,1.34,7.5,0.0,94.75,32.12,6.75,2.88,1.5,426.88
Johny Hendricks,Charlie Brenneman,2010-08-07,Josh Rosenthal,Red,3-0-0,0,0,3,1,1,1,1,0,1,0,0,1-0-0,0,0,1,0,0,1,1,0,0,0,0,0.25,65.0,40.5,7.5,5.75,1.0,348.0,0.0,53.0,33.0,10.0,6.0,0.0,528.0
Jon Fitch,Thiago Alves,2010-08-07,Herb Dean,Red,12-1-0,1,0,12,0,0,7,7,1,1,3,0,9-3-0,3,0,9,0,0,2,2,0,6,0,1,0.0,104.85,56.29,7.32,2.85,0.26,579.11,0.74,136.58,39.76,0.63,0.13,0.01,58.49
Matt Hughes,Ricardo Almeida,2010-08-07,Josh Rosenthal,Red,17-5-0,5,0,17,0,0,5,5,0,6,4,2,5-3-0,3,0,5,0,0,2,2,0,0,3,0,1.0,80.61,45.93,3.04,0.95,0.1,229.07,0.0,42.16,24.16,11.67,5.3,0.87,465.13
Rodney Wallace,Phil Davis,2010-08-07,Herb Dean,Blue,0-2-0,2,0,0,0,0,0,0,0,0,0,0,2-0-0,0,0,2,0,0,1,1,0,0,1,0,0.0,50.5,24.5,14.0,9.0,1.5,338.5,0.0,60.5,31.0,4.5,2.0,1.0,433.0
Roy Nelson,Junior Dos Santos,2010-08-07,Marcos Rosales,Blue,2-0-0,0,0,2,0,0,0,0,0,2,0,0,5-0-0,0,0,5,0,0,0,0,0,5,0,0,1.0,25.0,8.5,1.0,0.5,0.0,45.0,0.94,47.19,23.44,0.0,0.0,0.0,12.81
Stefan Struve,Christian Morecraft,2010-08-07,Herb Dean,Red,3-2-0,2,0,3,1,1,0,0,0,0,2,0,0-0-0,0,0,0,0,0,0,0,0,0,0,0,0.0,33.69,16.25,0.44,0.38,1.31,103.88,,,,,,,
Todd Brown,Tim Boetsch,2010-08-07,Marcos Rosales,Blue,0-0-0,0,0,0,0,0,0,0,0,0,0,0,2-2-0,2,0,2,0,0,0,0,0,2,0,0,,,,,,,,0.25,55.0,24.75,0.38,0.12,0.0,3.25
Andre Winner,Nik Lentz,2010-08-28,Josh Rosenthal,Blue,2-1-0,1,0,2,0,0,1,1,0,1,0,0,2-1-0,1,0,2,0,0,2,2,0,0,0,0,0.5,127.5,45.5,0.5,0.0,0.0,114.5,0.0,133.5,57.5,11.5,4.0,1.75,344.25
Dan Miller,John Salter,2010-08-28,Mario Yamasaki,Red,3-3-0,3,0,3,0,0,1,1,0,0,2,0,1-1-0,1,0,1,0,0,0,0,0,1,0,0,0.0,133.81,32.22,2.22,0.69,0.44,48.28,0.0,39.5,5.0,3.5,1.0,0.0,80.0
Demian Maia,Mario Miranda,2010-08-28,Herb Dean,Red,6-2-0,2,0,6,0,0,1,1,0,0,5,0,1-1-0,1,0,1,0,0,0,0,0,1,0,0,0.0,47.8,13.55,8.7,1.15,0.17,93.34,0.5,51.5,29.0,1.5,1.5,0.0,240.5
Frankie Edgar,BJ Penn,2010-08-28,Herb Dean,Red,7-1-0,1,0,7,0,0,5,5,0,1,1,0,11-6-0,6,0,11,0,0,1,1,0,5,4,1,0.0,166.91,52.45,9.27,1.47,0.38,79.63,0.06,185.01,65.96,0.5,0.15,0.17,65.19
Joe Lauzon,Gabe Ruediger,2010-08-28,Herb Dean,Red,5-2-0,2,0,5,0,0,0,0,0,2,3,0,0-1-0,1,0,0,0,0,0,0,0,0,0,0,0.02,52.81,19.3,9.08,2.84,2.5,174.86,0.0,23.0,7.0,12.0,2.0,0.0,128.0
Kenny Florian,Gray Maynard,2010-08-28,Mario Yamasaki,Blue,11-3-0,3,0,11,0,0,1,1,0,2,7,1,7-1-0,1,0,7,0,0,4,4,2,1,0,0,0.25,127.08,36.97,3.82,1.03,0.83,122.2,0.02,109.56,33.43,2.67,1.52,0.43,129.96
Mike Pierce,Amilcar Alves,2010-08-28,Josh Rosenthal,Red,2-1-0,1,0,2,0,0,2,2,0,0,0,0,0-0-0,0,0,0,0,0,0,0,0,0,0,0,0.0,95.0,39.75,8.25,4.75,0.0,571.0,,,,,,,
Nate Diaz,Marcus Davis,2010-08-28,Yves Lavigne,Red,7-3-0,3,0,7,0,0,0,0,1,1,5,0,9-4-0,4,0,9,0,0,1,1,1,3,4,0,0.5,109.23,39.74,1.57,0.41,0.52,65.91,1.01,33.14,15.02,1.44,0.34,0.94,90.22
Nick Osipczak,Greg Soto,2010-08-28,Yves Lavigne,Blue,2-1-0,1,0,2,0,0,0,0,0,1,1,0,0-1-0,1,0,0,0,0,0,0,0,0,0,0,0.0,53.25,29.0,2.25,1.25,1.0,170.0,0.0,39.0,21.0,4.0,0.0,0.0,41.0
Randy Couture,James Toney,2010-08-28,Mario Yamasaki,Red,15-7-0,7,0,15,1,1,4,4,0,6,3,1,0-0-0,0,0,0,0,0,0,0,0,0,0,0,0.02,71.22,41.06,3.84,1.04,0.51,315.84,,,,,,,
Brian Foster,Forrest Petz,2010-09-15,Herb Dean,Red,1-2-0,2,0,1,0,0,0,0,0,1,0,0,2-4-0,4,0,2,0,0,2,2,0,0,0,0,0.0,38.5,11.0,2.0,1.0,0.25,53.25,0.16,108.34,33.75,0.69,0.69,0.0,99.56
Cole Miller,Ross Pearson,2010-09-15,Herb Dean,Red,5-2-0,2,0,5,0,0,1,1,0,1,3,0,3-0-0,0,0,3,0,0,2,2,0,0,0,1,0.02,43.22,12.61,0.19,0.08,1.0,27.14,0.0,142.25,60.25,2.25,0.5,0.0,100.0
Efrain Escudero,Charles Oliveira,2010-09-15,Kerry Hatley,Blue,3-1-0,1,0,3,0,0,2,2,0,1,0,0,1-0-0,0,0,1,0,0,0,0,0,0,1,0,0.88,120.12,43.12,2.88,1.0,0.5,160.62,0.0,4.0,3.0,0.0,0.0,2.0,0.0
Jared Hamman,Kyle Kingsbury,2010-09-15,Jon Schorle,Blue,1-1-0,1,0,1,0,0,1,1,0,0,0,0,1-1-0,1,0,1,0,0,0,0,1,0,0,0,0.5,70.5,33.0,1.0,1.0,0.0,213.5,0.0,60.0,17.5,3.0,1.0,0.0,234.0
Jim Miller,Gleison Tibau,2010-09-15,Jon Schorle,Red,6-1-0,1,0,6,0,0,3,3,0,1,2,0,7-4-0,4,0,7,0,0,4,4,0,1,2,0,0.38,61.52,21.03,2.0,1.02,2.08,131.48,0.5,68.85,19.24,6.84,4.53,0.74,229.65
Nate Marquardt,Rousimar Palhares,2010-09-15,Herb Dean,Red,8-3-0,3,0,8,0,0,3,3,0,3,2,0,4-1-0,1,0,4,0,0,1,1,0,0,3,0,0.47,30.65,17.27,1.54,0.46,1.15,82.98,0.0,12.31,5.44,2.81,1.31,1.5,161.69
Rich Attonito,Rafael Natal,2010-09-15,Kerry Hatley,Red,1-0-0,0,0,1,0,0,0,0,0,1,0,0,0-0-0,0,0,0,0,0,0,0,0,0,0,0,0.0,65.0,24.0,3.0,1.0,0.0,116.0,,,,,,,
TJ Waldburger,David Mitchell,2010-09-15,Jon Schorle,Red,0-0-0,0,0,0,0,0,0,0,0,0,0,0,0-0-0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
Tomasz Drwal,David Branch,2010-09-15,Herb Dean,Blue,3-2-0,2,0,3,0,0,0,0,0,2,1,0,0-1-0,1,0,0,0,0,0,0,0,0,0,0,0.12,36.19,14.69,2.56,1.38,0.25,65.5,0.0,39.0,20.0,2.0,0.0,0.0,88.0
Yves Edwards,John Gunderson,2010-09-15,Kerry Hatley,Red,6-4-0,4,0,6,0,0,1,1,1,3,1,0,1-1-0,1,0,1,0,0,1,1,0,0,0,0,0.68,53.08,19.14,0.63,0.25,1.12,69.96,0.0,44.5,16.0,4.5,2.5,2.0,386.0
CB Dollaway,Joe Doerksen,2010-09-25,Jeff Malott,Red,4-2-0,2,0,4,0,0,2,2,0,1,1,0,2-5-0,5,0,2,0,0,0,0,0,0,2,0,0.0,52.78,21.5,6.12,4.09,1.06,361.0,0.06,56.83,26.23,2.23,0.66,1.72,101.17
Frank Mir,Mirko Cro Cop,2010-09-25,Herb Dean,Red,11-5-0,5,0,11,0,0,1,1,0,2,7,0,4-3-0,3,0,4,0,0,0,0,0,2,1,1,0.44,14.68,5.18,0.12,0.09,0.36,8.68,0.58,75.75,32.8,0.72,0.09,1.25,194.86
Mark Hunt,Sean McCorkle,2010-09-25,Josh Rosenthal,Blue,0-0-0,0,0,0,0,0,0,0,0,0,0,0,0-0-0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
Matt Mitrione,Joey Beltran,2010-09-25,Herb Dean,Red,2-0-0,0,0,2,0,0,0,0,0,2,0,0,2-0-0,0,0,2,0,0,1,1,0,1,0,0,0.5,45.0,29.0,0.0,0.0,2.0,130.0,0.0,105.0,59.5,0.0,0.0,0.0,51.5
Matt Serra,Chris Lytle,2010-09-25,Herb Dean,Blue,7-6-0,6,0,7,1,1,2,2,1,2,1,0,8-9-0,9,0,8,0,0,2,2,0,1,5,0,0.89,36.08,12.51,0.95,0.37,0.0,41.03,0.01,79.03,30.92,0.98,0.07,2.34,91.1
Melvin Guillard,Jeremy Stephens,2010-09-25,Josh Rosenthal,Red,7-4-0,4,0,7,0,0,1,1,1,4,0,1,5-4-0,4,0,5,0,0,1,1,1,2,0,1,0.7,40.23,18.21,0.66,0.47,0.0,32.66,1.04,82.52,39.82,2.64,1.61,0.05,73.56
Rogerio Nogueira,Ryan Bader,2010-09-25,Josh Rosenthal,Blue,2-0-0,0,0,2,0,0,0,0,1,1,0,0,4-0-0,0,0,4,0,0,2,2,0,2,0,0,0.5,47.5,18.5,0.5,0.5,0.5,87.5,1.12,83.25,32.38,6.38,2.88,0.25,280.5
Sean Sherk,Evan Dunham,2010-09-25,Rob Hinds,Red,7-4-0,4,0,7,0,0,5,5,0,0,1,1,4-0-0,0,0,4,0,0,0,0,2,1,1,0,0.0,195.25,47.2,5.46,2.56,0.16,177.77,0.25,80.0,28.38,4.12,2.38,0.88,331.5
Steve Lopez,Waylon Lowe,2010-09-25,Herb Dean,Blue,0-1-0,1,0,0,0,0,0,0,0,0,0,0,0-1-0,1,0,0,0,0,0,0,0,0,0,0,0.0,49.0,6.0,0.0,0.0,0.0,0.0,0.0,6.0,1.0,6.0,1.0,0.0,87.0
TJ Grant,Julio Paulino,2010-09-25,Jeff Malott,Red,2-2-0,2,0,2,0,0,0,0,1,1,0,0,0-1-0,1,0,0,0,0,0,0,0,0,0,0,0.25,80.5,47.5,2.38,0.75,0.0,83.75,0.0,62.0,17.0,0.0,0.0,0.0,0.0
Thiago Tavares,Pat Audinwood,2010-09-25,Rob Hinds,Red,4-4-0,4,0,4,0,0,3,3,0,0,1,0,0-0-0,0,0,0,0,0,0,0,0,0,0,0,0.0,102.22,38.25,6.97,1.77,0.78,193.57,,,,,,,
Cheick Kongo,Travis Browne,2010-10-16,Marc Goddard,Draw,8-4-0,4,0,8,1,1,1,1,0,5,0,1,1-0-0,0,0,1,0,0,0,0,0,1,0,0,0.05,60.56,34.62,5.18,4.86,0.0,296.36,1.0,44.0,19.0,0.0,0.0,1.0,141.0
Cyrille Diabate,Alexander Gustafsson,2010-10-16,Leon Roberts,Blue,1-0-0,0,0,1,0,0,0,0,0,1,0,0,1-1-0,1,0,1,0,0,0,0,0,1,0,0,1.0,21.0,17.0,0.0,0.0,0.0,10.0,0.5,14.0,3.0,1.0,0.0,0.0,15.0
Dan Hardy,Carlos Condit,2010-10-16,Dan Miragliotta,Blue,4-1-0,1,0,4,0,0,1,1,2,1,0,0,2-1-0,1,0,2,0,0,0,0,1,1,0,0,0.19,61.5,23.12,1.12,0.38,0.0,141.75,0.0,124.0,51.5,2.5,1.0,1.5,230.5
James McSweeney,Fabio Maldonado,2010-10-16,Marc Goddard,Blue,1-1-0,1,0,1,0,0,0,0,0,1,0,0,0-0-0,0,0,0,0,0,0,0,0,0,0,0,0.0,53.0,32.0,1.0,0.5,1.0,219.0,,,,,,,
James Wilks,Claude Patrick,2010-10-16,Dan Miragliotta,Blue,2-1-0,1,0,2,0,0,1,1,0,0,1,0,1-0-0,0,0,1,0,0,0,0,0,0,1,0,0.0,60.5,28.0,5.5,1.25,3.25,225.75,0.0,18.0,13.0,2.0,1.0,2.0,276.0
John Hathaway,Mike Pyle,2010-10-16,Leon Roberts,Blue,4-0-0,0,0,4,0,0,3,3,0,1,0,0,2-2-0,2,0,2,0,0,0,0,0,0,2,0,0.5,139.12,68.12,4.62,2.38,0.38,400.12,0.5,68.62,27.38,3.5,0.25,2.0,131.5
Michael Bisping,Yoshihiro Akiyama,2010-10-16,Marc Goddard,Red,9-3-0,3,0,9,0,0,2,2,1,6,0,0,1-1-0,1,0,1,0,0,0,0,1,0,0,0,0.01,171.38,54.2,2.82,1.7,0.13,26.06,0.0,112.0,41.0,4.5,4.0,0.5,352.0
Paul Sass,Mark Holst,2010-10-16,Dan Miragliotta,Red,0-0-0,0,0,0,0,0,0,0,0,0,0,0,0-1-0,1,0,0,0,0,0,0,0,0,0,0,,,,,,,,0.0,16.0,2.0,1.0,1.0,3.0,56.0
Rob Broughton,Vinicius Queiroz,2010-10-16,Marc Goddard,Red,0-0-0,0,0,0,0,0,0,0,0,0,0,0,0-0-0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
Spencer Fisher,Curt Warburton,2010-10-16,Leon Roberts,Red,8-5-0,5,0,8,0,0,3,3,0,2,2,1,0-0-0,0,0,0,0,0,0,0,0,0,0,0,0.07,101.85,41.84,0.55,0.16,0.13,50.43,,,,,,,
Brendan Schaub,Gabriel Gonzaga,2010-10-23,Jason Herzog,Red,2-1-0,1,0,2,0,0,0,0,0,2,0,0,7-4-0,4,0,7,0,0,0,0,0,5,2,0,0.75,27.0,14.25,0.0,0.0,0.0,4.25,0.32,19.66,12.07,0.75,0.71,0.05,39.41
Brock Lesnar,Cain Velasquez,2010-10-23,Herb Dean,Blue,4-1-0,1,0,4,0,0,1,1,0,2,1,0,6-0-0,0,0,6,0,0,1,1,0,5,0,0,0.19,30.25,23.44,3.19,1.38,0.56,232.31,0.59,64.16,38.0,2.78,2.22,0.25,188.41
Chris Camozzi,Dongi Yang,2010-10-23,Jason Herzog,Red,1-0-0,0,0,1,0,0,1,1,0,0,0,0,0-0-0,0,0,0,0,0,0,0,0,0,0,0,0.0,111.0,62.0,5.0,0.0,0.0,224.0,,,,,,,
Court McGee,Ryan Jensen,2010-10-23,Herb Dean,Red,1-0-0,0,0,1,0,0,0,0,0,0,1,0,2-4-0,4,0,2,0,0,0,0,0,0,2,0,0.0,59.0,22.0,7.0,5.0,1.0,324.0,0.0,14.53,7.16,0.75,0.25,0.91,37.0
Diego Sanchez,Paulo Thiago,2010-10-23,Jason Herzog,Red,10-4-0,4,0,10,0,0,4,4,1,5,0,0,3-2-0,2,0,3,0,0,1,1,0,1,1,0,0.19,107.25,30.39,11.6,0.72,0.51,179.15,0.56,38.06,13.75,5.12,0.75,1.06,100.56
Jake Shields,Martin Kampmann,2010-10-23,John McCarthy,Red,0-0-0,0,0,0,0,0,0,0,0,0,0,0,8-2-0,2,0,8,0,0,2,2,1,1,4,0,,,,,,,,0.28,48.56,20.0,2.11,0.83,2.21,275.14
Jon Madsen,Gilbert Yvel,2010-10-23,John McCarthy,Red,3-0-0,0,0,3,0,0,2,2,1,0,0,0,0-2-0,2,0,0,0,0,0,0,0,0,0,0,0.0,75.75,33.0,2.5,1.75,0.0,296.0,0.0,39.5,18.0,0.5,0.0,1.0,48.0
Mike Guymon,Daniel Roberts,2010-10-23,Jason Herzog,Blue,1-1-0,1,0,1,0,0,1,1,0,0,0,0,1-1-0,1,0,1,0,0,0,0,1,0,0,0,0.0,48.5,32.5,3.0,1.5,1.0,223.5,0.0,30.5,6.0,5.0,3.5,1.5,244.0
Patrick Cote,Tom Lawlor,2010-10-23,John McCarthy,Blue,4-6-0,6,0,4,0,0,1,1,1,2,0,0,2-2-0,2,0,2,0,0,1,1,0,0,1,0,0.1,43.41,20.48,1.87,1.02,0.53,78.16,0.5,80.88,35.75,4.88,1.12,0.62,136.5
Sam Stout,Paul Taylor,2010-10-23,Herb Dean,Red,4-5-0,5,0,4,0,0,3,3,1,0,0,0,3-4-0,4,0,3,0,0,1,1,1,1,0,0,0.62,208.2,72.54,0.59,0.06,0.5,86.53,0.09,66.47,30.25,0.34,0.09,0.59,91.78
Tito Ortiz,Matt Hamill,2010-10-23,John McCarthy,Blue,14-8-0,8,0,14,0,0,3,3,2,7,1,1,8-2-0,2,0,8,1,1,1,1,0,5,0,0,0.0,65.1,21.77,8.35,2.03,0.63,185.94,0.12,121.07,46.66,5.14,1.17,0.0,56.58
Amir Sadollah,Peter Sobotta,2010-11-13,Leon Roberts,Red,3-2-0,2,0,3,0,0,2,2,0,0,1,0,0-2-0,2,0,0,0,0,0,0,0,0,0,0,0.0,88.12,43.75,0.62,0.5,0.12,121.25,0.0,48.0,16.5,6.5,1.5,1.0,307.5
