b_fighter,gender,weightclass,b_age,b_stance,b_heightcms,b_reachcms,b_weightlbs,b_record,b_losses,b_draws,b_wins,b_winbydecisionmajority,b_winbydecisionunanimous,b_winsbydecisionmajority,b_winsbydecisionsplit,b_winsbydecisionunanimous,b_winsbyko,b_winsbysubmission,b_winsbytkodoctorstoppage,b_matchwcrank,b_pfprank
Dequan Townsend,MALE,Middleweight,33.0,Orthodox,190.5,200.66,185.0,0.0-1.0-0.0,1.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,
Tony Gravely,MALE,Bantamweight,28.0,Orthodox,165.1,178.0,135.0,0.0-0.0-0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,
Junior Dos Santos,MALE,Heavyweight,36.0,Orthodox,193.04,195.58,238.0,15.0-5.0-0.0,5.0,0.0,15.0,0.0,5.0,0.0,,5.0,10.0,0.0,0.0,4.0,
Angela Hill,FEMALE,Women's Strawweight,35.0,Orthodox,160.02,162.56,115.0,5.0-7.0-0.0,7.0,0.0,5.0,0.0,4.0,0.0,,4.0,1.0,0.0,0.0,,
Nate Landwehr,MALE,Featherweight,31.0,Orthodox,175.26,182.88,145.0,0.0-0.0-0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,
Darko Stosic,MALE,Light Heavyweight,27.0,Orthodox,182.88,193.04,205.0,1.0-2.0-0.0,2.0,0.0,1.0,0.0,0.0,0.0,,0.0,1.0,0.0,0.0,,
Alex Perez,MALE,Flyweight,27.0,Orthodox,167.64,165.1,125.0,4.0-1.0-0.0,1.0,0.0,4.0,0.0,2.0,0.0,,2.0,1.0,1.0,0.0,12.0,
Lucie Pudilova,FEMALE,Women's Flyweight,25.0,Orthodox,172.72,170.18,125.0,2.0-4.0-0.0,4.0,0.0,2.0,0.0,2.0,0.0,,2.0,0.0,0.0,0.0,,
Felipe Colares,MALE,Bantamweight,25.0,Orthodox,172.72,175.26,135.0,1.0-1.0-0.0,1.0,0.0,1.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,
Michael Chiesa,MALE,Welterweight,32.0,Southpaw,185.42,190.5,170.0,9.0-4.0-0.0,4.0,0.0,9.0,0.0,3.0,0.0,,3.0,0.0,6.0,0.0,,
Lina Lansberg,FEMALE,Women's Bantamweight,37.0,Orthodox,170.18,165.1,135.0,4.0-3.0-0.0,3.0,0.0,4.0,0.0,4.0,0.0,,4.0,0.0,0.0,0.0,11.0,
Khaos Williams,MALE,Welterweight,25.0,Orthodox,182.88,182.88,170.0,0.0-0.0-0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,
Jonathan Martinez,MALE,Bantamweight,25.0,Southpaw,172.72,177.8,135.0,2.0-1.0-0.0,1.0,0.0,2.0,0.0,1.0,0.0,,1.0,1.0,0.0,0.0,,
Youssef Zalel,MALE,Featherweight,23.0,Switch,177.8,182.88,145.0,0.0-0.0-0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,
Ilir Latifi,MALE,Heavyweight,36.0,Orthodox,177.8,185.42,205.0,7.0-5.0-0.0,5.0,0.0,7.0,0.0,2.0,0.0,,2.0,3.0,2.0,0.0,,
Journey Newson,MALE,Bantamweight,30.0,Orthodox,165.1,170.18,135.0,0.0-1.0-0.0,1.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,
Dominick Reyes,MALE,Light Heavyweight,30.0,Southpaw,193.04,195.58,205.0,6.0-0.0-0.0,0.0,0.0,6.0,0.0,1.0,0.0,,1.0,3.0,1.0,0.0,4.0,
Justin Tafa,MALE,Heavyweight,26.0,Southpaw,182.88,187.96,264.0,0.0-1.0-0.0,1.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,
Andrea Lee,FEMALE,Women's Flyweight,30.0,Orthodox,167.64,175.26,125.0,3.0-1.0-0.0,1.0,0.0,3.0,0.0,3.0,0.0,,3.0,0.0,0.0,0.0,8.0,
Mario Bautista,MALE,Bantamweight,26.0,Switch,175.26,175.26,135.0,1.0-1.0-0.0,1.0,0.0,1.0,0.0,1.0,0.0,,1.0,0.0,0.0,0.0,,
Dan Ige,MALE,Featherweight,28.0,Orthodox,170.18,180.34,145.0,4.0-1.0-0.0,1.0,0.0,4.0,0.0,2.0,0.0,,2.0,1.0,1.0,0.0,,
James Krause,MALE,Middleweight,33.0,Orthodox,187.96,185.42,170.0,8.0-5.0-0.0,5.0,0.0,8.0,0.0,3.0,0.0,,3.0,3.0,1.0,0.0,,
Katlyn Chookagian,FEMALE,Women's Flyweight,31.0,Orthodox,175.26,172.72,125.0,6.0-2.0-0.0,2.0,0.0,6.0,0.0,5.0,0.0,,5.0,0.0,0.0,0.0,1.0,10.0
Kazula Vargas,MALE,Lightweight,34.0,Southpaw,172.72,180.34,155.0,0.0-1.0-0.0,1.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,
Merab Dvalishvili,MALE,Bantamweight,29.0,Orthodox,167.64,172.72,135.0,2.0-2.0-0.0,2.0,0.0,2.0,0.0,2.0,0.0,,2.0,0.0,0.0,0.0,,
Jan Blachowicz,MALE,Light Heavyweight,36.0,Orthodox,187.96,198.12,205.0,8.0-5.0-0.0,5.0,0.0,8.0,0.0,3.0,0.0,,3.0,2.0,2.0,0.0,6.0,
Dequan Townsend,MALE,Light Heavyweight,33.0,Orthodox,190.5,200.66,205.0,0.0-2.0-0.0,2.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,
Michel Pereira,MALE,Welterweight,26.0,Orthodox,185.42,185.42,170.0,1.0-1.0-0.0,1.0,0.0,1.0,0.0,0.0,0.0,,0.0,1.0,0.0,0.0,,
Scott Holtzman,MALE,Lightweight,36.0,Orthodox,175.26,175.26,155.0,6.0-3.0-0.0,3.0,0.0,6.0,0.0,3.0,0.0,,3.0,2.0,1.0,0.0,,
Nathaniel Wood,MALE,Bantamweight,26.0,Orthodox,167.64,175.26,135.0,3.0-0.0-0.0,0.0,0.0,3.0,0.0,0.0,0.0,,0.0,0.0,3.0,0.0,,
Yancy Medeiros,MALE,Lightweight,32.0,Orthodox,177.8,190.5,155.0,8.0-6.0-0.0,6.0,0.0,8.0,0.0,0.0,0.0,,1.0,3.0,3.0,0.0,,
Shanna Young,FEMALE,Women's Bantamweight,28.0,Orthodox,170.18,165.1,135.0,0.0-0.0-0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,
Raulian Paiva,MALE,Flyweight,24.0,Orthodox,172.72,175.26,125.0,0.0-2.0-0.0,2.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,14.0,
Mara Romero Borella,FEMALE,Women's Flyweight,33.0,Orthodox,167.64,175.26,125.0,2.0-1.0-0.0,1.0,0.0,2.0,0.0,0.0,0.0,,0.0,0.0,1.0,0.0,13.0,
Ray Borg,MALE,Flyweight,26.0,Orthodox,162.56,160.02,135.0,6.0-4.0-0.0,4.0,0.0,6.0,0.0,4.0,0.0,,4.0,0.0,2.0,0.0,,
Daniel Rodriguez,MALE,Welterweight,33.0,Southpaw,185.42,190.5,170.0,0.0-0.0-0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,
Marcos Rogerio de Lima,MALE,Heavyweight,34.0,Orthodox,185.42,190.5,253.0,5.0-5.0-0.0,5.0,0.0,5.0,0.0,1.0,0.0,,1.0,3.0,1.0,0.0,,
Magomed Mustafaev,MALE,Lightweight,31.0,Orthodox,172.72,180.34,155.0,3.0-1.0-0.0,1.0,0.0,3.0,0.0,0.0,0.0,,0.0,3.0,0.0,0.0,,
Song Kenan,MALE,Welterweight,29.0,Orthodox,182.88,180.34,170.0,3.0-1.0-0.0,1.0,0.0,3.0,0.0,1.0,0.0,,1.0,2.0,0.0,0.0,,
Emil Meek,MALE,Welterweight,31.0,Switch,180.34,187.96,170.0,1.0-2.0-0.0,2.0,0.0,1.0,0.0,1.0,0.0,,1.0,0.0,0.0,0.0,,
Joshua Culibao,MALE,Lightweight,25.0,Orthodox,177.8,177.8,155.0,0.0-0.0-0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,
Michal Oleksiejczuk,MALE,Light Heavyweight,25.0,Southpaw,182.88,187.96,205.0,2.0-1.0-0.0,1.0,0.0,2.0,0.0,0.0,0.0,,0.0,2.0,0.0,0.0,,
Tyson Nam,MALE,Flyweight,36.0,Orthodox,170.18,172.72,125.0,0.0-1.0-0.0,1.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,
Yan Xiaonan,FEMALE,Women's Strawweight,30.0,Orthodox,165.1,160.02,115.0,4.0-0.0-0.0,0.0,0.0,4.0,0.0,4.0,0.0,,4.0,0.0,0.0,0.0,,
Zubaira Tukhugov,MALE,Featherweight,29.0,Orthodox,172.72,172.72,145.0,3.0-1.0-1.0,1.0,1.0,3.0,0.0,1.0,0.0,,1.0,1.0,0.0,0.0,,
Angela Hill,FEMALE,Women's Strawweight,35.0,Orthodox,160.02,162.56,115.0,6.0-7.0-0.0,7.0,0.0,6.0,0.0,4.0,0.0,,4.0,2.0,0.0,0.0,,
Dan Hooker,MALE,Lightweight,30.0,Switch,182.88,190.5,155.0,9.0-4.0-0.0,4.0,0.0,9.0,0.0,1.0,0.0,,1.0,6.0,2.0,0.0,7.0,
Shana Dobson,FEMALE,Women's Flyweight,30.0,Orthodox,167.64,175.26,125.0,1.0-2.0-0.0,2.0,0.0,1.0,0.0,0.0,0.0,,0.0,1.0,0.0,0.0,,
Spike Carlyle,MALE,Featherweight,26.0,Switch,170.18,180.34,145.0,0.0-0.0-0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,
Tom Breese,MALE,Middleweight,28.0,Southpaw,190.5,185.42,185.0,4.0-1.0-0.0,1.0,0.0,4.0,0.0,1.0,0.0,,1.0,3.0,0.0,0.0,,
Zarah Fairn,FEMALE,Women's Featherweight,33.0,Orthodox,172.72,182.88,145.0,0.0-1.0-0.0,1.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,
Kyler Phillips,MALE,Bantamweight,24.0,Orthodox,172.72,179.0,135.0,0.0-0.0-0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,
Darrick Minner,MALE,Featherweight,29.0,Orthodox,170.18,177.8,145.0,0.0-0.0-0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,
Magomed Ankalaev,MALE,Light Heavyweight,27.0,Orthodox,190.5,190.5,205.0,3.0-1.0-0.0,1.0,0.0,3.0,0.0,1.0,0.0,,1.0,2.0,0.0,0.0,,
TJ Brown,MALE,Featherweight,29.0,Switch,175.26,182.88,145.0,0.0-0.0-0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,
Deiveson Figueiredo,MALE,Flyweight,32.0,Orthodox,165.1,172.72,125.0,6.0-1.0-0.0,1.0,0.0,6.0,0.0,1.0,0.0,,1.0,3.0,1.0,0.0,3.0,
Steve Garcia,MALE,Lightweight,27.0,Southpaw,182.88,190.5,155.0,0.0-0.0-0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,
Serghei Spivac,MALE,Heavyweight,35.0,Orthodox,190.5,198.12,260.0,1.0-1.0-0.0,1.0,0.0,1.0,0.0,0.0,0.0,,0.0,0.0,1.0,0.0,,
Norma Dumont,FEMALE,Women's Featherweight,29.0,Orthodox,170.18,170.18,135.0,0.0-0.0-0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,
Ismail Naurdiev,MALE,Welterweight,23.0,Orthodox,177.8,187.96,170.0,2.0-1.0-0.0,1.0,0.0,2.0,0.0,2.0,0.0,,2.0,0.0,0.0,0.0,,
Max Griffin,MALE,Welterweight,34.0,Orthodox,180.34,193.04,170.0,3.0-5.0-0.0,5.0,0.0,3.0,1.0,1.0,1.0,,1.0,1.0,0.0,0.0,,
Drakkar Klose,MALE,Lightweight,31.0,Orthodox,175.26,177.8,155.0,5.0-1.0-0.0,1.0,0.0,5.0,0.0,4.0,0.0,,4.0,0.0,0.0,0.0,,
Guido Cannetti,MALE,Bantamweight,40.0,Southpaw,167.64,172.72,135.0,2.0-3.0-0.0,3.0,0.0,2.0,0.0,2.0,0.0,,2.0,0.0,0.0,0.0,,
Deron Winn,MALE,Middleweight,30.0,Orthodox,167.64,177.8,185.0,1.0-1.0-0.0,1.0,0.0,1.0,0.0,1.0,0.0,,1.0,0.0,0.0,0.0,,
Yoel Romero,MALE,Middleweight,42.0,Southpaw,182.88,185.42,185.0,9.0-4.0-0.0,4.0,0.0,9.0,0.0,1.0,0.0,,1.0,7.0,0.0,0.0,3.0,
Giga Chikadze,MALE,Featherweight,31.0,Orthodox,182.88,187.96,145.0,1.0-0.0-0.0,0.0,0.0,1.0,,,0.0,,0.0,0.0,0.0,0.0,,
Austin Hubbard,MALE,Lightweight,28.0,Orthodox,177.8,180.34,155.0,1.0-1.0-0.0,1.0,0.0,1.0,0.0,1.0,0.0,,1.0,0.0,0.0,0.0,,
Li Jingliang,MALE,Welterweight,31.0,Orthodox,182.88,180.34,170.0,9.0-3.0-0.0,3.0,0.0,9.0,0.0,2.0,0.0,,2.0,6.0,0.0,0.0,,
Saparbeg Safarov,MALE,Middleweight,33.0,Orthodox,185.42,198.12,205.0,1.0-2.0-0.0,2.0,0.0,1.0,0.0,1.0,0.0,,1.0,0.0,0.0,0.0,,
Jose Quinonez,MALE,Bantamweight,29.0,Orthodox,172.72,175.26,135.0,5.0-2.0-0.0,2.0,0.0,5.0,0.0,4.0,0.0,,4.0,0.0,1.0,0.0,,
Joanna Jedrzejczyk,FEMALE,Women's Strawweight,32.0,Orthodox,167.64,165.1,115.0,10.0-3.0-0.0,3.0,0.0,10.0,0.0,7.0,0.0,,7.0,2.0,0.0,0.0,4.0,5.0
Randa Markos,FEMALE,Women's Strawweight,34.0,Orthodox,162.56,160.02,115.0,6.0-6.0-1.0,6.0,1.0,6.0,0.0,3.0,0.0,,3.0,0.0,1.0,0.0,,
David Dvorak,MALE,Flyweight,27.0,Orthodox,165.1,172.72,125.0,0.0-0.0-0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,
Gilbert Burns,MALE,Welterweight,33.0,Orthodox,177.8,180.34,170.0,10.0-3.0-0.0,3.0,0.0,10.0,0.0,4.0,0.0,,4.0,2.0,4.0,0.0,12.0,
Aleksei Kunchenko,MALE,Welterweight,35.0,Orthodox,172.72,177.8,170.0,2.0-1.0-0.0,1.0,0.0,2.0,0.0,2.0,0.0,,2.0,0.0,0.0,0.0,,
John Makdessi,MALE,Lightweight,34.0,Orthodox,172.72,172.72,155.0,10.0-6.0-0.0,6.0,0.0,10.0,0.0,6.0,0.0,,5.0,3.0,0.0,0.0,,
Nikita Krylov,MALE,Light Heavyweight,28.0,Orthodox,190.5,195.58,205.0,7.0-5.0-0.0,5.0,0.0,7.0,0.0,0.0,0.0,,0.0,3.0,4.0,0.0,12.0,
Brandon Moreno,MALE,Flyweight,26.0,Orthodox,170.18,177.8,125.0,4.0-2.0-1.0,2.0,1.0,4.0,0.0,1.0,0.0,,1.0,0.0,2.0,0.0,5.0,
Charles Oliveira,MALE,Lightweight,30.0,Orthodox,177.8,187.96,155.0,16.0-8.0-0.0,8.0,0.0,16.0,0.0,1.0,0.0,,1.0,2.0,13.0,0.0,13.0,
Maryna Moroz,FEMALE,Women's Flyweight,28.0,Orthodox,170.18,170.18,125.0,4.0-3.0-0.0,3.0,0.0,4.0,0.0,2.0,0.0,,2.0,0.0,1.0,0.0,,
Damir Hadzovic,MALE,Lightweight,33.0,Orthodox,175.26,177.8,155.0,3.0-3.0-0.0,3.0,0.0,3.0,0.0,0.0,0.0,,0.0,2.0,0.0,0.0,,
Bea Malecki,FEMALE,Women's Bantamweight,28.0,Orthodox,175.26,187.96,135.0,1.0-0.0-0.0,0.0,0.0,1.0,0.0,0.0,0.0,,0.0,0.0,1.0,0.0,,
Fabricio Werdum,MALE,Heavyweight,41.0,Orthodox,193.04,195.58,231.0,22.0-8.0-0.0,8.0,0.0,22.0,0.0,4.0,0.0,,6.0,6.0,10.0,0.0,,
Donald Cerrone,MALE,Welterweight,37.0,Orthodox,185.42,185.42,155.0,29.0-14.0-0.0,14.0,0.0,29.0,0.0,7.0,0.0,,9.0,10.0,10.0,0.0,,
Charles Rosa,MALE,Featherweight,33.0,Switch,175.26,175.26,145.0,3.0-3.0-0.0,3.0,0.0,3.0,0.0,1.0,0.0,,1.0,0.0,2.0,0.0,,
Michelle Waterson,FEMALE,Women's Strawweight,34.0,Orthodox,160.02,157.48,115.0,7.0-3.0-0.0,3.0,0.0,7.0,0.0,2.0,0.0,,2.0,0.0,4.0,0.0,8.0,
Jairzinho Rozenstruik,MALE,Heavyweight,32.0,Orthodox,193.04,198.12,242.0,4.0-0.0-0.0,0.0,0.0,4.0,0.0,0.0,0.0,,0.0,4.0,0.0,0.0,6.0,
Yorgan De Castro,MALE,Heavyweight,33.0,Orthodox,182.88,187.96,250.0,1.0-0.0-0.0,0.0,0.0,1.0,0.0,0.0,0.0,,0.0,1.0,0.0,0.0,,
Dominick Cruz,MALE,Bantamweight,35.0,Orthodox,172.72,172.72,135.0,12.0-2.0-0.0,2.0,0.0,12.0,0.0,3.0,0.0,,8.0,2.0,0.0,0.0,,
Calvin Kattar,MALE,Featherweight,32.0,Orthodox,180.34,182.88,145.0,4.0-2.0-0.0,2.0,0.0,4.0,0.0,1.0,0.0,,1.0,3.0,0.0,0.0,9.0,
Sam Alvey,MALE,Light Heavyweight,34.0,Southpaw,187.96,190.5,205.0,10.0-8.0-0.0,8.0,0.0,10.0,0.0,2.0,0.0,,2.0,5.0,1.0,0.0,,
Justin Gaethje,MALE,Lightweight,31.0,Orthodox,180.34,177.8,155.0,4.0-2.0-0.0,2.0,0.0,4.0,0.0,0.0,0.0,,0.0,4.0,0.0,0.0,4.0,
Jacare Souza,MALE,Middleweight,40.0,Orthodox,185.42,182.88,185.0,19.0-7.0-0.0,7.0,0.0,19.0,,,0.0,,4.0,5.0,10.0,0.0,,
Niko Price,MALE,Welterweight,28.0,Orthodox,182.88,193.04,170.0,6.0-3.0-0.0,3.0,0.0,6.0,0.0,0.0,0.0,,0.0,4.0,2.0,0.0,,
Drew Dober,MALE,Lightweight,31.0,Southpaw,172.72,177.8,155.0,9.0-5.0-0.0,5.0,0.0,9.0,0.0,3.0,0.0,,3.0,5.0,1.0,0.0,,
Philipe Lins,MALE,Heavyweight,34.0,Orthodox,187.96,198.12,240.0,0.0-0.0-0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,
Glover Teixeira,MALE,Light Heavyweight,40.0,Orthodox,187.96,193.04,205.0,16.0-6.0-0.0,6.0,0.0,16.0,0.0,2.0,0.0,,2.0,7.0,6.0,0.0,8.0,
Ovince Saint Preux,MALE,Heavyweight,37.0,Southpaw,190.5,203.2,230.0,18.0-9.0-0.0,9.0,0.0,18.0,1.0,1.0,1.0,,4.0,8.0,5.0,0.0,,
Ike Villanueva,MALE,Heavyweight,36.0,Orthodox,185.42,185.42,225.0,0.0-0.0-0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,
Omar Morales,MALE,Lightweight,34.0,Orthodox,180.34,185.42,155.0,1.0-0.0-0.0,0.0,0.0,1.0,0.0,1.0,0.0,,1.0,0.0,0.0,0.0,,
Brian Kelleher,MALE,Featherweight,33.0,Switch,167.64,167.64,145.0,4.0-3.0-0.0,3.0,0.0,4.0,0.0,1.0,0.0,,1.0,1.0,2.0,0.0,,
Thiago Moises,MALE,Lightweight,25.0,Orthodox,175.26,177.8,155.0,1.0-2.0-0.0,2.0,0.0,1.0,0.0,1.0,0.0,,1.0,0.0,0.0,0.0,,
Ray Borg,MALE,Bantamweight,26.0,Orthodox,162.56,160.02,135.0,7.0-4.0-0.0,4.0,0.0,7.0,0.0,5.0,0.0,,5.0,0.0,2.0,0.0,,
Sarah Moras,FEMALE,Women's Bantamweight,32.0,Orthodox,170.18,170.18,135.0,3.0-4.0-0.0,4.0,0.0,3.0,0.0,1.0,0.0,,1.0,1.0,1.0,0.0,,
Walt Harris,MALE,Heavyweight,36.0,Southpaw,195.58,195.58,250.0,6.0-7.0-0.0,7.0,0.0,6.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,9.0,
Angela Hill,FEMALE,Women's Strawweight,35.0,Orthodox,160.02,162.56,115.0,7.0-8.0-0.0,8.0,0.0,7.0,0.0,5.0,0.0,,0.0,0.0,0.0,0.0,,
Mara Romero Borella,FEMALE,Women's Flyweight,33.0,Orthodox,167.64,175.26,125.0,2.0-4.0-0.0,4.0,0.0,2.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,
Edson Barboza,MALE,Featherweight,34.0,Orthodox,180.34,190.5,145.0,14.0-9.0-0.0,9.0,0.0,14.0,1.0,5.0,0.0,,0.0,0.0,0.0,0.0,,
Irwin Rivera,MALE,Featherweight,31.0,Southpaw,167.64,0.0,145.0,0.0-1.0-0.0,1.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,
Anthony Hernandez,MALE,Middleweight,26.0,Orthodox,182.88,190.5,185.0,1.0-2.0-0.0,2.0,0.0,1.0,,,0.0,,0.0,0.0,0.0,0.0,,
Eryk Anders,MALE,Middleweight,33.0,Southpaw,185.42,190.5,185.0,5.0-5.0-0.0,5.0,0.0,5.0,,,0.0,,0.0,0.0,0.0,0.0,,
Matt Brown,MALE,Welterweight,39.0,Orthodox,182.88,190.5,170.0,15.0-11.0-0.0,11.0,0.0,15.0,,,0.0,,0.0,0.0,0.0,0.0,,
Darren Elkins,MALE,Featherweight,36.0,Orthodox,177.8,180.34,145.0,14.0-8.0-0.0,8.0,0.0,14.0,,,0.0,,0.0,0.0,0.0,0.0,,
Don'tale Mayes,MALE,Heavyweight,28.0,Orthodox,198.12,205.74,260.0,0.0-2.0-0.0,2.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,
Marlon Vera,MALE,Featherweight,27.0,Switch,172.72,177.8,145.0,9.0-5.0-0.0,5.0,0.0,9.0,0.0,1.0,0.0,,0.0,0.0,0.0,0.0,,
Spike Carlyle,MALE,Catch Weight,27.0,Switch,172.72,180.34,145.0,1.0-0.0-0.0,0.0,0.0,1.0,0.0,0.0,0.0,,0.0,1.0,0.0,0.0,,
Augusto Sakai,MALE,Heavyweight,29.0,Orthodox,190.5,195.58,265.0,3.0-0.0-0.0,0.0,0.0,3.0,0.0,0.0,0.0,,0.0,2.0,0.0,0.0,13.0,
Vince Morales,MALE,Featherweight,29.0,Orthodox,170.18,177.8,145.0,1.0-2.0-0.0,2.0,0.0,1.0,0.0,1.0,0.0,,1.0,0.0,0.0,0.0,,
Gabe Green,MALE,Welterweight,27.0,Switch,177.8,185.42,170.0,0.0-0.0-0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,
Klidson Abreu,MALE,Light Heavyweight,27.0,Orthodox,182.88,187.96,205.0,1.0-2.0-0.0,2.0,0.0,1.0,0.0,1.0,0.0,,1.0,0.0,0.0,0.0,,
Antonina Shevchenko,FEMALE,Women's Flyweight,35.0,Southpaw,172.72,170.18,125.0,2.0-1.0-0.0,1.0,0.0,2.0,0.0,1.0,0.0,,1.0,0.0,1.0,0.0,12.0,
Casey Kenney,MALE,Bantamweight,29.0,Southpaw,170.18,172.72,135.0,2.0-1.0-0.0,1.0,0.0,2.0,0.0,2.0,0.0,,2.0,0.0,0.0,0.0,,
Hannah Cifers,FEMALE,Women's Strawweight,27.0,Orthodox,154.94,157.48,115.0,2.0-2.0-0.0,2.0,0.0,2.0,0.0,1.0,0.0,,1.0,0.0,0.0,0.0,,
Brok Weaver,MALE,Lightweight,28.0,Southpaw,182.88,185.42,155.0,1.0-0.0-0.0,0.0,0.0,1.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,
Brandon Royval,MALE,Flyweight,27.0,Southpaw,175.26,172.72,125.0,0.0-0.0-0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,
Gilbert Burns,MALE,Welterweight,33.0,Orthodox,177.8,180.34,170.0,11.0-3.0-0.0,3.0,0.0,11.0,0.0,4.0,0.0,,4.0,3.0,4.0,0.0,6.0,
Chase Hooper,MALE,Featherweight,20.0,Southpaw,185.42,187.96,145.0,1.0-0.0-0.0,0.0,0.0,1.0,0.0,0.0,0.0,,0.0,1.0,0.0,0.0,,
Cory Sandhagen,MALE,Bantamweight,28.0,Switch,180.34,177.8,135.0,5.0-0.0-0.0,0.0,0.0,5.0,0.0,1.0,0.0,,1.0,2.0,1.0,0.0,4.0,
Devin Clark,MALE,Light Heavyweight,30.0,Orthodox,182.88,190.5,205.0,5.0-4.0-0.0,4.0,0.0,5.0,0.0,5.0,0.0,,5.0,0.0,0.0,0.0,,
Felicia Spencer,FEMALE,Women's Featherweight,29.0,Orthodox,167.64,172.72,145.0,2.0-1.0-0.0,1.0,0.0,2.0,0.0,0.0,0.0,,0.0,1.0,1.0,0.0,,
Maki Pitolo,MALE,Middleweight,29.0,Orthodox,177.8,190.5,170.0,0.0-1.0-0.0,1.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,
Brian Kelleher,MALE,Featherweight,33.0,Switch,167.64,167.64,145.0,5.0-3.0-0.0,3.0,0.0,5.0,0.0,1.0,0.0,,1.0,2.0,2.0,0.0,,
Sean O'Malley,MALE,Bantamweight,25.0,Switch,180.34,182.88,135.0,3.0-0.0-0.0,0.0,0.0,3.0,0.0,2.0,0.0,,2.0,1.0,0.0,0.0,,
Herbert Burns,MALE,Catch Weight,32.0,Orthodox,175.26,185.42,145.0,1.0-0.0-0.0,0.0,0.0,1.0,0.0,0.0,0.0,,0.0,1.0,0.0,0.0,,
Gerald Meerschaert,MALE,Middleweight,32.0,Southpaw,185.42,195.58,185.0,6.0-4.0-0.0,4.0,0.0,6.0,0.0,0.0,0.0,,0.0,1.0,5.0,0.0,,
Alex Perez,MALE,Flyweight,28.0,Orthodox,167.64,165.1,125.0,5.0-1.0-0.0,1.0,0.0,5.0,0.0,2.0,0.0,,2.0,1.0,2.0,0.0,9.0,
Rocco Martin,MALE,Welterweight,30.0,Orthodox,182.88,185.42,170.0,9.0-5.0-0.0,5.0,0.0,9.0,0.0,5.0,0.0,,5.0,1.0,3.0,0.0,,
Cody Garbrandt,MALE,Bantamweight,28.0,Orthodox,172.72,165.1,135.0,6.0-3.0-0.0,3.0,0.0,6.0,0.0,2.0,0.0,,2.0,4.0,0.0,0.0,9.0,
Charles Jourdain,MALE,Featherweight,24.0,Switch,175.26,175.26,145.0,1.0-1.0-0.0,1.0,0.0,1.0,0.0,0.0,0.0,,0.0,1.0,0.0,0.0,,
Christian Aguilera,MALE,Welterweight,28.0,Switch,175.26,182.88,170.0,0.0-0.0-0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,
Kevin Aguilar,MALE,Lightweight,31.0,Orthodox,170.18,185.42,155.0,2.0-2.0-0.0,2.0,0.0,2.0,0.0,2.0,0.0,,2.0,0.0,0.0,0.0,,
Cynthia Calvillo,FEMALE,Women's Flyweight,32.0,Orthodox,162.56,162.56,115.0,5.0-1.0-1.0,1.0,1.0,5.0,0.0,2.0,0.0,,2.0,0.0,3.0,0.0,,
