r_fighter,b_fighter,date,month,year,gender,location,city,state,country,finish,finishdetails,finishround,totalfighttimesecs,titlebout,weightclass,numberofrounds,emptyarena,heightdif,agedif,reachdif,r_odds,r_age,r_stance,r_heightcms,r_reachcms,r_weightlbs,b_odds,b_age,b_stance,b_heightcms,b_reachcms,b_weightlbs,r_matchwcrank,r_pfprank,b_matchwcrank,b_pfprank
Carlos Felipe,Serghei Spivac,2020-07-18,7,2020,MALE,"Abu Dhabi, Abu Dhabi, United Arab Emirates",Abu Dhabi,Abu Dhabi,United Arab Emirates,M-DEC,,3.0,900.0,False,Heavyweight,3.0,1.0,7.62,0.0,7.62,140.0,25.0,Orthodox,182.88,190.5,245.0,-177.0,25.0,Orthodox,190.5,198.12,260.0,,,,
Davi Ramos,Arman Tsarukyan,2020-07-18,7,2020,MALE,"Abu Dhabi, Abu Dhabi, United Arab Emirates",Abu Dhabi,Abu Dhabi,United Arab Emirates,U-DEC,,3.0,900.0,False,Lightweight,3.0,1.0,2.54,-10.0,5.08,160.0,33.0,Orthodox,167.64,177.8,155.0,-200.0,23.0,Orthodox,170.18,182.88,155.0,,,,
Deiveson Figueiredo,Joseph Benavidez,2020-07-18,7,2020,MALE,"Abu Dhabi, Abu Dhabi, United Arab Emirates",Abu Dhabi,Abu Dhabi,United Arab Emirates,SUB,Rear Naked Choke,1.0,288.0,True,Flyweight,5.0,1.0,-2.54,3.0,-7.62,-225.0,32.0,Orthodox,165.1,172.72,125.0,180.0,35.0,Southpaw,162.56,165.1,125.0,1.0,,2.0,
Grant Dawson,Nad Narimani,2020-07-18,7,2020,MALE,"Abu Dhabi, Abu Dhabi, United Arab Emirates",Abu Dhabi,Abu Dhabi,United Arab Emirates,U-DEC,,3.0,900.0,False,Catch Weight,3.0,1.0,-5.08,7.0,-5.08,-250.0,26.0,Switch,177.8,182.88,145.0,195.0,33.0,Orthodox,172.72,177.8,145.0,,,,
Jack Hermansson,Kelvin Gastelum,2020-07-18,7,2020,MALE,"Abu Dhabi, Abu Dhabi, United Arab Emirates",Abu Dhabi,Abu Dhabi,United Arab Emirates,SUB,Heel Hook,1.0,78.0,False,Middleweight,3.0,1.0,-10.16,-4.0,-15.24,-112.0,32.0,Orthodox,185.42,195.58,185.0,-112.0,28.0,Southpaw,175.26,180.34,185.0,6.0,,7.0,
Joe Duffy,Joel Alvarez,2020-07-18,7,2020,MALE,"Abu Dhabi, Abu Dhabi, United Arab Emirates",Abu Dhabi,Abu Dhabi,United Arab Emirates,SUB,Guillotine Choke,1.0,145.0,False,Lightweight,3.0,1.0,12.7,-6.0,10.16,-335.0,32.0,Orthodox,177.8,185.42,155.0,250.0,26.0,Orthodox,190.5,195.58,155.0,,,,
Malcolm Gordon,Amir Albazi,2020-07-18,7,2020,MALE,"Abu Dhabi, Abu Dhabi, United Arab Emirates",Abu Dhabi,Abu Dhabi,United Arab Emirates,SUB,Triangle Choke,1.0,282.0,False,Flyweight,3.0,1.0,-5.08,-4.0,-7.62,135.0,30.0,Switch,170.18,180.34,125.0,-167.0,26.0,Orthodox,165.1,172.72,125.0,,,,
Marc Diakiese,Rafael Fiziev,2020-07-18,7,2020,MALE,"Abu Dhabi, Abu Dhabi, United Arab Emirates",Abu Dhabi,Abu Dhabi,United Arab Emirates,U-DEC,,3.0,900.0,False,Lightweight,3.0,1.0,-5.08,0.0,-5.08,-167.0,27.0,Orthodox,177.8,185.42,155.0,135.0,27.0,Switch,172.72,180.34,155.0,,,,
Roman Dolidze,Khadis Ibragimov,2020-07-18,7,2020,MALE,"Abu Dhabi, Abu Dhabi, United Arab Emirates",Abu Dhabi,Abu Dhabi,United Arab Emirates,KO/TKO,Kick,1.0,255.0,False,Light Heavyweight,3.0,1.0,2.54,-7.0,5.08,-167.0,32.0,Orthodox,187.96,193.04,205.0,135.0,25.0,Orthodox,190.5,198.12,205.0,,,,
Alex Oliveira,Peter Sobotta,2020-07-25,7,2020,MALE,"Abu Dhabi, Abu Dhabi, United Arab Emirates",Abu Dhabi,Abu Dhabi,United Arab Emirates,U-DEC,,3.0,900.0,False,Welterweight,3.0,1.0,2.54,1.0,-2.54,-182.0,32.0,Orthodox,180.34,193.04,170.0,145.0,33.0,Southpaw,182.88,190.5,170.0,,,,
Bethe Correia,Pannie Kianzad,2020-07-25,7,2020,FEMALE,"Abu Dhabi, Abu Dhabi, United Arab Emirates",Abu Dhabi,Abu Dhabi,United Arab Emirates,U-DEC,,3.0,900.0,False,Women's Bantamweight,3.0,1.0,5.08,-9.0,5.08,131.0,37.0,Orthodox,165.1,162.56,135.0,-162.0,28.0,Orthodox,170.18,167.64,135.0,13.0,,,
Carla Esparza,Marina Rodriguez,2020-07-25,7,2020,FEMALE,"Abu Dhabi, Abu Dhabi, United Arab Emirates",Abu Dhabi,Abu Dhabi,United Arab Emirates,S-DEC,,3.0,900.0,False,Women's Strawweight,3.0,1.0,12.7,1.0,5.08,145.0,32.0,Orthodox,154.94,160.02,115.0,-182.0,33.0,Orthodox,167.64,165.1,115.0,7.0,,9.0,
Fabricio Werdum,Alexander Gustafsson,2020-07-25,7,2020,MALE,"Abu Dhabi, Abu Dhabi, United Arab Emirates",Abu Dhabi,Abu Dhabi,United Arab Emirates,SUB,Armbar,1.0,150.0,False,Heavyweight,3.0,1.0,2.54,-9.0,5.08,260.0,42.0,Orthodox,193.04,195.58,231.0,-335.0,33.0,Orthodox,195.58,200.66,205.0,14.0,,7.0,
Francisco Trinaldo,Jai Herbert,2020-07-25,7,2020,MALE,"Abu Dhabi, Abu Dhabi, United Arab Emirates",Abu Dhabi,Abu Dhabi,United Arab Emirates,KO/TKO,Punch,3.0,450.0,False,Lightweight,3.0,1.0,10.16,-9.0,7.62,-134.0,41.0,Southpaw,175.26,177.8,155.0,108.0,32.0,Orthodox,185.42,185.42,155.0,,,,
Khamzat Chimaev,Rhys McKee,2020-07-25,7,2020,MALE,"Abu Dhabi, Abu Dhabi, United Arab Emirates",Abu Dhabi,Abu Dhabi,United Arab Emirates,KO/TKO,Punches,1.0,189.0,False,Welterweight,3.0,1.0,-2.54,4.0,-5.08,-1250.0,26.0,Orthodox,187.96,190.5,185.0,700.0,30.0,Orthodox,185.42,185.42,170.0,,,,
Mauricio Rua,Rogerio Nogueira,2020-07-25,7,2020,MALE,"Abu Dhabi, Abu Dhabi, United Arab Emirates",Abu Dhabi,Abu Dhabi,United Arab Emirates,S-DEC,,3.0,900.0,False,Light Heavyweight,3.0,1.0,2.54,6.0,-2.54,-190.0,38.0,Orthodox,185.42,193.04,205.0,150.0,44.0,Southpaw,187.96,190.5,205.0,,,15.0,
Movsar Evloev,Mike Grundy,2020-07-25,7,2020,MALE,"Abu Dhabi, Abu Dhabi, United Arab Emirates",Abu Dhabi,Abu Dhabi,United Arab Emirates,U-DEC,,3.0,900.0,False,Featherweight,3.0,1.0,0.0,7.0,0.0,-200.0,26.0,Orthodox,170.18,182.88,145.0,161.0,33.0,Orthodox,170.18,182.88,145.0,,,,
Nathaniel Wood,John Castaneda,2020-07-25,7,2020,MALE,"Abu Dhabi, Abu Dhabi, United Arab Emirates",Abu Dhabi,Abu Dhabi,United Arab Emirates,U-DEC,,3.0,900.0,False,Bantamweight,3.0,1.0,2.54,1.0,2.54,-455.0,27.0,Orthodox,167.64,175.26,135.0,320.0,28.0,Switch,170.18,177.8,135.0,,,,
Nicolas Dalby,Jesse Ronson,2020-07-25,7,2020,MALE,"Abu Dhabi, Abu Dhabi, United Arab Emirates",Abu Dhabi,Abu Dhabi,United Arab Emirates,SUB,Rear Naked Choke,1.0,168.0,False,Welterweight,3.0,1.0,-2.54,-1.0,-5.08,-265.0,35.0,Orthodox,180.34,187.96,170.0,205.0,34.0,Southpaw,177.8,182.88,155.0,,,,
Paul Craig,Gadzhimurad Antigulov,2020-07-25,7,2020,MALE,"Abu Dhabi, Abu Dhabi, United Arab Emirates",Abu Dhabi,Abu Dhabi,United Arab Emirates,SUB,Triangle Choke,1.0,126.0,False,Light Heavyweight,3.0,1.0,-10.16,1.0,-15.24,-137.0,32.0,Orthodox,190.5,193.04,205.0,110.0,33.0,Orthodox,180.34,177.8,205.0,,,,
Ramazan Emeev,Niklas Stolze,2020-07-25,7,2020,MALE,"Abu Dhabi, Abu Dhabi, United Arab Emirates",Abu Dhabi,Abu Dhabi,United Arab Emirates,U-DEC,,3.0,900.0,False,Welterweight,3.0,1.0,5.08,-6.0,-10.16,-400.0,33.0,Southpaw,177.8,193.04,170.0,300.0,27.0,Switch,182.88,182.88,170.0,,,,
Robert Whittaker,Darren Till,2020-07-25,7,2020,MALE,"Abu Dhabi, Abu Dhabi, United Arab Emirates",Abu Dhabi,Abu Dhabi,United Arab Emirates,U-DEC,,5.0,1500.0,False,Middleweight,5.0,1.0,0.0,-2.0,2.54,-130.0,29.0,Orthodox,182.88,185.42,185.0,107.0,27.0,Southpaw,182.88,187.96,185.0,1.0,,5.0,
Tanner Boser,Raphael Pessoa,2020-07-25,7,2020,MALE,"Abu Dhabi, Abu Dhabi, United Arab Emirates",Abu Dhabi,Abu Dhabi,United Arab Emirates,KO/TKO,Punch,2.0,456.0,False,Heavyweight,3.0,1.0,2.54,3.0,7.62,-278.0,28.0,Orthodox,187.96,190.5,255.0,220.0,31.0,Orthodox,190.5,198.12,262.0,,,,
Tom Aspinall,Jake Collier,2020-07-25,7,2020,MALE,"Abu Dhabi, Abu Dhabi, United Arab Emirates",Abu Dhabi,Abu Dhabi,United Arab Emirates,KO/TKO,Punches,1.0,45.0,False,Heavyweight,3.0,1.0,-5.08,4.0,2.54,-278.0,27.0,Orthodox,195.58,195.58,256.0,220.0,31.0,Orthodox,190.5,198.12,205.0,,,,
Derek Brunson,Edmen Shahbazyan,2020-08-01,8,2020,MALE,"Las Vegas, Nevada, USA",Las Vegas,Nevada,USA,KO/TKO,Punches,3.0,626.0,False,Middleweight,3.0,1.0,2.54,-14.0,-7.62,275.0,36.0,Southpaw,185.42,195.58,185.0,-360.0,22.0,Orthodox,187.96,187.96,185.0,8.0,,9.0,
Frankie Saenz,Jonathan Martinez,2020-08-01,8,2020,MALE,"Las Vegas, Nevada, USA",Las Vegas,Nevada,USA,KO/TKO,Knee,3.0,657.0,False,Bantamweight,3.0,1.0,5.08,-13.0,10.16,200.0,39.0,Orthodox,167.64,167.64,135.0,-250.0,26.0,Southpaw,172.72,177.8,135.0,,,,
Jamall Emmers,Vince Cachero,2020-08-01,8,2020,MALE,"Las Vegas, Nevada, USA",Las Vegas,Nevada,USA,U-DEC,,3.0,900.0,False,Featherweight,3.0,1.0,-10.16,-1.0,-15.24,-360.0,31.0,Orthodox,177.8,187.96,145.0,265.0,30.0,Orthodox,167.64,172.72,145.0,,,,
Joanne Calderwood,Jennifer Maia,2020-08-01,8,2020,FEMALE,"Las Vegas, Nevada, USA",Las Vegas,Nevada,USA,SUB,Armbar,1.0,269.0,False,Women's Flyweight,3.0,1.0,-5.08,-3.0,-2.54,-162.0,34.0,Orthodox,167.64,165.1,125.0,130.0,31.0,Orthodox,162.56,162.56,125.0,3.0,,6.0,
Johnny Munoz,Nate Maness,2020-08-01,8,2020,MALE,"Las Vegas, Nevada, USA",Las Vegas,Nevada,USA,U-DEC,,3.0,900.0,False,Featherweight,3.0,1.0,2.54,2.0,2.54,110.0,27.0,Orthodox,175.26,180.34,145.0,-137.0,29.0,Orthodox,177.8,182.88,135.0,,,,
Lando Vannata,Bobby Green,2020-08-01,8,2020,MALE,"Las Vegas, Nevada, USA",Las Vegas,Nevada,USA,U-DEC,,3.0,900.0,False,Lightweight,3.0,1.0,2.54,5.0,0.0,-162.0,28.0,Orthodox,175.26,180.34,155.0,130.0,33.0,Orthodox,177.8,180.34,155.0,,,,
Vicente Luque,Randy Brown,2020-08-01,8,2020,MALE,"Las Vegas, Nevada, USA",Las Vegas,Nevada,USA,KO/TKO,Knee,2.0,596.0,False,Welterweight,3.0,1.0,10.16,2.0,7.62,-200.0,28.0,Orthodox,180.34,190.5,170.0,160.0,30.0,Orthodox,190.5,198.12,170.0,12.0,,,
Andrew Sanchez,Wellington Turman,2020-08-08,8,2020,MALE,"Las Vegas, Nevada, USA",Las Vegas,Nevada,USA,,,,,False,Middleweight,3.0,1.0,-2.54,-8.0,-5.08,130.0,32.0,Orthodox,185.42,187.96,185.0,-162.0,24.0,Orthodox,182.88,182.88,185.0,,,,
Beneil Dariush,Scott Holtzman,2020-08-08,8,2020,MALE,"Las Vegas, Nevada, USA",Las Vegas,Nevada,USA,,,,,False,Lightweight,3.0,1.0,-2.54,5.0,-7.62,-200.0,31.0,Southpaw,177.8,182.88,155.0,160.0,36.0,Orthodox,175.26,175.26,155.0,14.0,,,
Derrick Lewis,Aleksei Oleinik,2020-08-08,8,2020,MALE,"Las Vegas, Nevada, USA",Las Vegas,Nevada,USA,,,,,False,Heavyweight,5.0,1.0,-2.54,8.0,2.54,-200.0,35.0,Orthodox,190.5,200.66,260.0,160.0,43.0,Orthodox,187.96,203.2,240.0,4.0,,10.0,
Gavin Tucker,Justin Jaynes,2020-08-08,8,2020,MALE,"Las Vegas, Nevada, USA",Las Vegas,Nevada,USA,,,,,False,Featherweight,3.0,1.0,2.54,-4.0,5.08,-139.0,34.0,Southpaw,167.64,167.64,145.0,112.0,30.0,Orthodox,170.18,172.72,155.0,,,,
Irwin Rivera,Ali Qaisi,2020-08-08,8,2020,MALE,"Las Vegas, Nevada, USA",Las Vegas,Nevada,USA,,,,,False,Bantamweight,3.0,1.0,5.08,-2.0,5.08,-186.0,31.0,Southpaw,167.64,167.64,135.0,148.0,29.0,Orthodox,172.72,172.72,135.0,,,,
Kevin Holland,Joaquin Buckley,2020-08-08,8,2020,MALE,"Las Vegas, Nevada, USA",Las Vegas,Nevada,USA,,,,,False,Middleweight,3.0,1.0,-12.7,-1.0,-20.32,-455.0,27.0,Orthodox,190.5,205.74,170.0,333.0,26.0,Orthodox,177.8,185.42,185.0,,,,
Maki Pitolo,Darren Stewart,2020-08-08,8,2020,MALE,"Las Vegas, Nevada, USA",Las Vegas,Nevada,USA,,,,,False,Middleweight,3.0,1.0,5.08,0.0,-2.54,125.0,29.0,Orthodox,177.8,190.5,170.0,-155.0,29.0,Orthodox,182.88,187.96,185.0,,,,
Nasrat Haqparast,Alex Munoz,2020-08-08,8,2020,MALE,"Las Vegas, Nevada, USA",Las Vegas,Nevada,USA,,,,,False,Lightweight,3.0,1.0,-2.54,6.0,-7.62,-240.0,24.0,Southpaw,177.8,182.88,155.0,188.0,30.0,Switch,175.26,175.26,155.0,,,,
Omari Akhmedov,Chris Weidman,2020-08-08,8,2020,MALE,"Las Vegas, Nevada, USA",Las Vegas,Nevada,USA,,,,,False,Middleweight,3.0,1.0,5.08,4.0,12.7,115.0,32.0,Orthodox,182.88,185.42,185.0,-141.0,36.0,Orthodox,187.96,198.12,205.0,11.0,,,
Tim Means,Laureano Staropoli,2020-08-08,8,2020,MALE,"Las Vegas, Nevada, USA",Las Vegas,Nevada,USA,,,,,False,Welterweight,3.0,1.0,-2.54,-9.0,-10.16,120.0,36.0,Orthodox,187.96,190.5,170.0,-150.0,27.0,Orthodox,185.42,180.34,170.0,,,,
Yana Kunitskaya,Julija Stoliarenko,2020-08-08,8,2020,FEMALE,"Las Vegas, Nevada, USA",Las Vegas,Nevada,USA,,,,,False,Women's Bantamweight,3.0,1.0,2.54,-3.0,-5.08,-190.0,30.0,Orthodox,167.64,172.72,135.0,150.0,27.0,Orthodox,170.18,167.64,135.0,8.0,,,
Youssef Zalal,Peter Barrett,2020-08-08,8,2020,MALE,"Las Vegas, Nevada, USA",Las Vegas,Nevada,USA,,,,,False,Featherweight,3.0,1.0,0.0,10.0,2.54,-480.0,23.0,Switch,177.8,182.88,145.0,340.0,33.0,Southpaw,177.8,185.42,145.0,,,,
Ashley Yoder,Livinha Souza,2020-08-15,8,2020,FEMALE,"Las Vegas, Nevada, USA",Las Vegas,Nevada,USA,U-DEC,,,,False,Women's Strawweight,3.0,1.0,-10.16,-3.0,-15.24,130.0,32.0,Southpaw,170.18,175.26,115.0,-162.0,29.0,Orthodox,160.02,160.02,115.0,,,,
Chris Daukaus,Parker Porter,2020-08-15,8,2020,MALE,"Las Vegas, Nevada, USA",Las Vegas,Nevada,USA,KO/TKO,Knee,,,False,Heavyweight,3.0,1.0,-187.96,0.0,-187.96,-106.0,30.0,Orthodox,187.96,187.96,256.0,-118.0,30.0,Orthodox,172.0,172.0,260.0,,,,
Felice Herrig,Virna Jandiroba,2020-08-15,8,2020,FEMALE,"Las Vegas, Nevada, USA",Las Vegas,Nevada,USA,SUB,Armbar,,,False,Women's Strawweight,3.0,1.0,-2.54,-3.0,-2.54,240.0,35.0,Orthodox,162.56,165.1,115.0,-315.0,32.0,Orthodox,160.02,162.56,115.0,15.0,,,
Herbert Burns,Daniel Pineda,2020-08-15,8,2020,MALE,"Las Vegas, Nevada, USA",Las Vegas,Nevada,USA,KO/TKO,Elbows,,,False,Featherweight,3.0,1.0,-5.08,3.0,-7.62,-286.0,32.0,Orthodox,175.26,185.42,145.0,225.0,35.0,Orthodox,170.18,177.8,145.0,,,,
Jim Miller,Vinc Pichel,2020-08-15,8,2020,MALE,"Las Vegas, Nevada, USA",Las Vegas,Nevada,USA,U-DEC,,,,False,Lightweight,3.0,1.0,5.08,1.0,2.54,100.0,36.0,Southpaw,172.72,180.34,155.0,-124.0,37.0,Orthodox,177.8,182.88,155.0,,,,
John Dodson,Merab Dvalishvili,2020-08-15,8,2020,MALE,"Las Vegas, Nevada, USA",Las Vegas,Nevada,USA,U-DEC,,,,False,Bantamweight,3.0,1.0,7.62,-6.0,5.08,188.0,35.0,Orthodox,160.02,167.64,135.0,-240.0,29.0,Orthodox,167.64,172.72,135.0,12.0,,15.0,
Junior Dos Santos,Jairzinho Rozenstruik,2020-08-15,8,2020,MALE,"Las Vegas, Nevada, USA",Las Vegas,Nevada,USA,KO/TKO,Punch,,,False,Heavyweight,3.0,1.0,0.0,-4.0,2.54,115.0,36.0,Orthodox,193.04,195.58,238.0,-143.0,32.0,Orthodox,193.04,198.12,242.0,5.0,,6.0,
Sean O'Malley,Marlon Vera,2020-08-15,8,2020,MALE,"Las Vegas, Nevada, USA",Las Vegas,Nevada,USA,KO/TKO,Elbows,,,False,Bantamweight,3.0,1.0,-7.62,2.0,-5.08,-305.0,25.0,Switch,180.34,182.88,135.0,240.0,27.0,Switch,172.72,177.8,145.0,14.0,,,
Stipe Miocic,Daniel Cormier,2020-08-15,8,2020,MALE,"Las Vegas, Nevada, USA",Las Vegas,Nevada,USA,U-DEC,,,,True,Heavyweight,5.0,1.0,-12.7,4.0,-20.32,-106.0,37.0,Orthodox,193.04,203.2,240.0,-112.0,41.0,Orthodox,180.34,182.88,235.0,0.0,3.0,1.0,6.0
TJ Brown,Danny Chavez,2020-08-15,8,2020,MALE,"Las Vegas, Nevada, USA",Las Vegas,Nevada,USA,U-DEC,,,,False,Featherweight,3.0,1.0,-2.54,3.0,-10.16,-167.0,30.0,Switch,175.26,182.88,145.0,130.0,33.0,Orthodox,172.72,172.72,145.0,,,,
Amanda Lemos,Mizuki Inoue,2020-08-22,8,2020,FEMALE,"Las Vegas, Nevada, USA",Las Vegas,Nevada,USA,U-DEC,,,,False,Women's Strawweight,3.0,1.0,-2.54,-7.0,0.0,110.0,33.0,Southpaw,162.56,165.1,135.0,-137.0,26.0,Orthodox,160.02,165.1,125.0,,,,
Austin Hubbard,Joe Solecki,2020-08-22,8,2020,MALE,"Las Vegas, Nevada, USA",Las Vegas,Nevada,USA,SUB,Rear Naked Choke,,,False,Lightweight,3.0,1.0,-2.54,-2.0,-2.54,-112.0,28.0,Orthodox,177.8,180.34,155.0,-112.0,26.0,Orthodox,175.26,177.8,155.0,,,,
Carlton Minus,Matthew Semelsberger,2020-08-22,8,2020,MALE,"Las Vegas, Nevada, USA",Las Vegas,Nevada,USA,U-DEC,,,,False,Welterweight,3.0,1.0,7.62,0.0,-2.54,-118.0,27.0,Orthodox,177.8,187.96,170.0,-106.0,27.0,Orthodox,185.42,185.42,170.0,,,,
Daniel Rodriguez,Dwight Grant,2020-08-22,8,2020,MALE,"Las Vegas, Nevada, USA",Las Vegas,Nevada,USA,KO/TKO,Punches,,,False,Welterweight,3.0,1.0,0.0,2.0,5.08,-230.0,33.0,Southpaw,185.42,187.96,170.0,180.0,35.0,Switch,185.42,193.04,170.0,,,,
Ike Villanueva,Jordan Wright,2020-08-22,8,2020,MALE,"Las Vegas, Nevada, USA",Las Vegas,Nevada,USA,KO/TKO,,,,False,Light Heavyweight,3.0,1.0,2.54,-8.0,10.16,104.0,36.0,Orthodox,185.42,185.42,225.0,-129.0,28.0,Orthodox,187.96,195.58,205.0,,,,
Marcin Prachnio,Mike Rodriguez,2020-08-22,8,2020,MALE,"Las Vegas, Nevada, USA",Las Vegas,Nevada,USA,KO/TKO,Elbow,,,False,Light Heavyweight,3.0,1.0,2.54,-1.0,20.32,188.0,32.0,Orthodox,190.5,187.96,205.0,-240.0,31.0,Southpaw,193.04,208.28,205.0,,,,
Mariya Agapova,Shana Dobson,2020-08-22,8,2020,FEMALE,"Las Vegas, Nevada, USA",Las Vegas,Nevada,USA,KO/TKO,Punches,,,False,Women's Flyweight,3.0,1.0,0.0,8.0,2.54,-1430.0,23.0,Southpaw,167.64,172.72,125.0,750.0,31.0,Orthodox,167.64,175.26,125.0,,,,
Pedro Munhoz,Frankie Edgar,2020-08-22,8,2020,MALE,"Las Vegas, Nevada, USA",Las Vegas,Nevada,USA,S-DEC,,,,False,Bantamweight,5.0,1.0,0.0,5.0,7.62,-278.0,33.0,Orthodox,167.64,165.1,135.0,225.0,38.0,Orthodox,167.64,172.72,135.0,5.0,,8.0,
Timur Valiev,Trevin Jones,2020-08-22,8,2020,MALE,"Las Vegas, Nevada, USA",Las Vegas,Nevada,USA,KO/TKO,Punch,,,False,Catch Weight,3.0,1.0,2.54,0.0,7.62,-560.0,30.0,Orthodox,167.64,170.18,145.0,387.0,30.0,Southpaw,170.18,177.8,140.0,,,,
Alessio Di Chirico,Zak Cummings,2020-08-29,8,2020,MALE,"Las Vegas, Nevada, USA",Las Vegas,Nevada,USA,U-DEC,,3.0,900.0,False,Middleweight,3.0,1.0,0.0,6.0,2.54,-114.0,30.0,Orthodox,182.88,187.96,185.0,-109.0,36.0,Southpaw,182.88,190.5,185.0,,,,
Alex Caceres,Austin Springer,2020-08-29,8,2020,MALE,"Las Vegas, Nevada, USA",Las Vegas,Nevada,USA,SUB,Rear Naked Choke,1.0,218.0,False,Featherweight,3.0,1.0,-5.08,1.0,-5.08,-225.0,32.0,Southpaw,177.8,185.42,145.0,176.0,33.0,Orthodox,172.72,180.34,145.0,,,,
Anthony Smith,Aleksandar Rakic,2020-08-29,8,2020,MALE,"Las Vegas, Nevada, USA",Las Vegas,Nevada,USA,SUB,,3.0,900.0,False,Light Heavyweight,3.0,1.0,0.0,-4.0,5.08,225.0,32.0,Orthodox,193.04,193.04,205.0,-278.0,28.0,Orthodox,193.04,198.12,205.0,6.0,,9.0,
Ji Yeon Kim,Alexa Grasso,2020-08-29,8,2020,FEMALE,"Las Vegas, Nevada, USA",Las Vegas,Nevada,USA,U-DEC,,3.0,900.0,False,Women's Flyweight,3.0,1.0,-5.08,-3.0,-15.24,230.0,30.0,Orthodox,170.18,182.88,125.0,-315.0,27.0,Orthodox,165.1,167.64,115.0,15.0,,14.0,
Maki Pitolo,Impa Kasanganay,2020-08-29,8,2020,MALE,"Las Vegas, Nevada, USA",Las Vegas,Nevada,USA,U-DEC,,3.0,900.0,False,Middleweight,3.0,1.0,2.54,-3.0,0.0,115.0,29.0,Orthodox,177.8,190.5,185.0,-139.0,26.0,Orthodox,180.34,190.5,185.0,,,,
Mallory Martin,Hannah Cifers,2020-08-29,8,2020,FEMALE,"Las Vegas, Nevada, USA",Las Vegas,Nevada,USA,SUB,Rear Naked Choke,2.0,393.0,False,Women's Strawweight,3.0,1.0,-7.62,2.0,-2.54,-315.0,26.0,Orthodox,162.56,160.02,115.0,239.0,28.0,Orthodox,154.94,157.48,115.0,,,,
Polyana Viana,Emily Whitmire,2020-08-29,8,2020,FEMALE,"Las Vegas, Nevada, USA",Las Vegas,Nevada,USA,SUB,Armbar,1.0,113.0,False,Women's Strawweight,3.0,1.0,0.0,1.0,-10.16,110.0,28.0,Orthodox,165.1,170.18,115.0,-139.0,29.0,Orthodox,165.1,160.02,115.0,,,,
Ricardo Lamas,Bill Algeo,2020-08-29,8,2020,MALE,"Las Vegas, Nevada, USA",Las Vegas,Nevada,USA,U-DEC,,3.0,900.0,False,Featherweight,3.0,1.0,10.16,-7.0,5.08,-335.0,38.0,Orthodox,172.72,180.34,145.0,240.0,31.0,Switch,182.88,185.42,145.0,,,,
Robbie Lawler,Neil Magny,2020-08-29,8,2020,MALE,"Las Vegas, Nevada, USA",Las Vegas,Nevada,USA,SUB,,3.0,900.0,False,Welterweight,3.0,1.0,10.16,-5.0,15.24,200.0,38.0,Southpaw,180.34,187.96,170.0,-250.0,33.0,Orthodox,190.5,203.2,170.0,14.0,,15.0,
Sean Brady,Christian Aguilera,2020-08-29,8,2020,MALE,"Las Vegas, Nevada, USA",Las Vegas,Nevada,USA,SUB,Guillotine Choke,2.0,407.0,False,Welterweight,3.0,1.0,-2.54,1.0,0.0,-455.0,27.0,Orthodox,177.8,182.88,170.0,330.0,28.0,Switch,175.26,182.88,170.0,,,,
Alistair Overeem,Augusto Sakai,2020-09-05,9,2020,MALE,"Las Vegas, Nevada, USA",Las Vegas,Nevada,USA,KO/TKO,,,,False,Heavyweight,5.0,1.0,-2.54,-11.0,-7.62,-159.0,40.0,Orthodox,193.04,203.2,265.0,130.0,29.0,Orthodox,190.5,195.58,265.0,6.0,,9.0,
Andre Muniz,Bartosz Fabinski,2020-09-05,9,2020,MALE,"Las Vegas, Nevada, USA",Las Vegas,Nevada,USA,SUB,,,,False,Middleweight,3.0,1.0,-2.54,4.0,-7.62,132.0,30.0,Southpaw,185.42,198.12,185.0,-165.0,34.0,Orthodox,182.88,190.5,170.0,,,,
Brian Kelleher,Ray Rodriguez,2020-09-05,9,2020,MALE,"Las Vegas, Nevada, USA",Las Vegas,Nevada,USA,SUB,,,,False,Featherweight,3.0,1.0,2.54,-2.0,12.7,-380.0,34.0,Switch,167.64,167.64,145.0,315.0,32.0,Orthodox,170.18,180.34,135.0,,,,
Cole Smith,Hunter Azure,2020-09-05,9,2020,MALE,"Las Vegas, Nevada, USA",Las Vegas,Nevada,USA,U-DEC,,,,False,Bantamweight,3.0,1.0,-7.62,-3.0,5.08,185.0,31.0,Orthodox,180.34,170.18,135.0,-235.0,28.0,Orthodox,172.72,175.26,145.0,,,,
Michel Pereira,Zelim Imadaev,2020-09-05,9,2020,MALE,"Las Vegas, Nevada, USA",Las Vegas,Nevada,USA,SUB,,,,False,Welterweight,3.0,1.0,-2.54,-1.0,7.62,-112.0,26.0,Orthodox,185.42,185.42,170.0,-112.0,25.0,Orthodox,182.88,193.04,170.0,,,,
Ovince Saint Preux,Alonzo Menifield,2020-09-05,9,2020,MALE,"Las Vegas, Nevada, USA",Las Vegas,Nevada,USA,KO/TKO,,,,False,Light Heavyweight,3.0,1.0,-7.62,-5.0,-10.16,110.0,37.0,Southpaw,190.5,203.2,205.0,-134.0,32.0,Orthodox,182.88,193.04,205.0,,,,
Viviane Araujo,Montana De La Rosa,2020-09-05,9,2020,FEMALE,"Las Vegas, Nevada, USA",Las Vegas,Nevada,USA,U-DEC,,,,False,Women's Flyweight,3.0,1.0,7.62,-8.0,0.0,-182.0,33.0,Orthodox,162.56,172.72,125.0,145.0,25.0,Orthodox,170.18,172.72,125.0,,,,
